"location","outbreak_number","spatial_scale","outbreak_pop","country","start_date","end_date","weekly_threshold_per_10e5","Total_sCh","Total_cCh","Total_deaths","Duration_weeks","peak_week_incidence","time_to_peak_week","peak_week_incidence_per_100percent","peak_week_incidence_per_10e3","mean_R0_1st_week","area_per_1km2","rural_urban","AR_per_10e3","CFR_per_100percent"
"AFR::CMR::Centre",1,"admin1",5477310.61875129,"CMR","2020-06-22","2020-11-01",0.0422044773302626,241.5,NA,9.5,19,35,5,14.4927536231884,0.00638999728811787,1.66,68721.329772457,"rural",0.0440909812880133,3.93374741200828
"AFR::CMR::Centre",3,"admin1",5762474.09178847,"CMR","2022-04-11","2022-07-17",0.0422044773302626,160,NA,1,14,25,3,15.625,0.00433841429944562,1.99,68721.329772457,"rural",0.027765851516452,0.625
"AFR::CMR::Centre::Bafia Health District",1,"admin2",140836.743313431,"CMR","2011-10-31","2011-12-25",0.0925128896478557,46,NA,3,8,26,3,56.5217391304348,0.184610914654121,1.77,3485.08235536535,"rural",0.326619310541906,6.52173913043478
"AFR::CMR::Centre::Biyem Assi Health District",1,"admin2",254178.047545542,"CMR","2011-02-28","2012-01-01",0.678915494367108,1015,NA,20,44,162,6,15.9605911330049,0.637348510480528,2.07,20.2667601052158,"urban",3.99326381566504,1.97044334975369
"AFR::CMR::Centre::Cite Verte Health District",1,"admin2",48137.3505907316,"CMR","2011-03-07","2012-01-29",2.52844346282019,559,NA,29,47,71,3,12.701252236136,1.49597914548229,2.03,19.0637820975475,"urban",11.6126042073373,5.18783542039356
"AFR::CMR::Centre::Djoungolo Health District",1,"admin2",180325.228153578,"CMR","2011-02-21","2011-12-11",0.466610224611072,508,NA,17,42,107,5,21.0629921259843,0.593372325634164,2.11,101.17211297684,"urban",2.81713216282388,3.34645669291339
"AFR::CMR::Centre::Efoulan Health District",1,"admin2",493705.728367741,"CMR","2011-03-07","2011-05-15",0.0548070198027679,101,NA,9,10,30,3,29.7029702970297,0.0607649421026248,2.3,77.3922497530039,"urban",0.204575305078837,8.91089108910891
"AFR::CMR::Centre::Efoulan Health District",2,"admin2",493705.728367741,"CMR","2011-09-26","2011-11-13",0.0548070198027679,42,NA,7,7,18,3,42.8571428571429,0.0364589652615749,1.97,77.3922497530039,"urban",0.0850709189436748,16.6666666666667
"AFR::CMR::Centre::Nkolndongo Health District",1,"admin2",771794.898866067,"CMR","2011-03-07","2011-12-11",0.0526417922380902,224,NA,14,40,46,4,20.5357142857143,0.0596013268131001,1.78,59.04134227596,"urban",0.290232547959444,6.25
"AFR::CMR::Centre::Obala Health District",1,"admin2",54165.3418311415,"CMR","2011-03-14","2011-12-25",2.55979771600332,801,NA,6,41,103,8,12.8589263420724,1.9015849714583,2.38,627.666908376837,"rural",14.7880540013407,0.749063670411985
"AFR::CMR::Far North",1,"admin1",4172028.90885836,"CMR","2018-10-15","2018-12-09",0.0611096366112121,239,NA,0,8,91,3,38.0753138075314,0.021811929396458,2.01,34160.9221633696,"rural",0.0572862761071808,0
"AFR::CMR::Far North",2,"admin1",4268241.76645124,"CMR","2019-07-08","2019-12-08",0.0611096366112121,294,NA,12,22,27,9,9.18367346938776,0.00632578974607822,1.98,34160.9221633696,"rural",0.0688808216795184,4.08163265306122
"AFR::CMR::Far North::Bogo Health District",1,"admin2",135814.368809073,"CMR","2011-08-15","2011-09-25",0.0961629729720887,15,NA,1,6,10,3,66.6666666666667,0.0736299118251467,1.82,943.775533873775,"rural",0.11044486773772,6.66666666666667
"AFR::CMR::Far North::Bourha Health District",1,"admin2",216030.921561859,"CMR","2014-07-07","2014-11-30",0.163794854877967,55,NA,2,21,10,3,18.1818181818182,0.0462896696810904,1.68,765.430497733552,"rural",0.254593183245997,3.63636363636364
"AFR::CMR::Far North::Fotokol Health District",1,"admin2",63005.1667839868,"CMR","2018-10-08","2018-12-23",1.83466060544976,273,NA,NA,11,91,4,33.3333333333333,1.44432599173959,1.84,363.009868462994,"rural",4.33297797521877,NA
"AFR::CMR::Far North::Goulfey Health District",1,"admin2",100148.33374179,"CMR","2011-06-27","2011-09-18",0.215194735730072,63,NA,4,12,42,3,66.6666666666667,0.419377921037485,1.75,1673.28477525378,"rural",0.629066881556228,6.34920634920635
"AFR::CMR::Far North::Guere Health District",1,"admin2",68021.169597854,"CMR","2010-06-07","2011-01-02",2.93228462705956,498,NA,25,30,83,3,16.6666666666667,1.22020836293615,2.26,944.763930977246,"rural",7.32125017761693,5.02008032128514
"AFR::CMR::Far North::Guere Health District",3,"admin2",69194.7328467861,"CMR","2011-04-25","2011-10-30",2.93228462705956,509,NA,11,27,72,5,14.1453831041257,1.04054162849975,1.75,944.763930977246,"rural",7.35605123481074,2.16110019646365
"AFR::CMR::Far North::Guidiguis Health District",1,"admin2",81300.2707941826,"CMR","2010-09-20","2010-12-12",0.206199449859444,54,NA,6,12,17,3,31.4814814814815,0.209101394545619,2.04,1052.52916528861,"rural",0.664204429733141,11.1111111111111
"AFR::CMR::Far North::Hina Health District",1,"admin2",205232.846856264,"CMR","2010-06-28","2010-11-28",0.397513286185116,54,NA,10,22,10,12,18.5185185185185,0.0487251439191093,1.96,948.686761675201,"rural",0.26311577716319,18.5185185185185
"AFR::CMR::Far North::Hina Health District",2,"admin2",235046.588256639,"CMR","2014-06-23","2014-11-16",0.397513286185116,406,NA,16,21,100,4,24.6305418719212,0.425447570805892,2.09,948.686761675201,"rural",1.72731713747192,3.94088669950739
"AFR::CMR::Far North::Kaele Health District",1,"admin2",163972.641204186,"CMR","2011-06-27","2011-11-27",0.510107737236172,307,NA,25,22,46,3,14.9837133550489,0.280534604200945,1.48,1024.82821989681,"rural",1.8722635541237,8.14332247557003
"AFR::CMR::Far North::Kaele Health District",2,"admin2",192055.726761478,"CMR","2019-07-08","2019-11-24",0.510107737236172,144,NA,1,20,24,3,16.6666666666667,0.124963730083439,1.98,1024.82821989681,"rural",0.749782380500634,0.694444444444444
"AFR::CMR::Far North::Kolofata Health District",1,"admin2",130216.141535195,"CMR","2010-07-26","2010-12-12",2.61636606618235,1416,NA,63,20,229,8,16.1723163841808,1.75861454117888,1.68,767.426816120883,"rural",10.8742279052807,4.44915254237288
"AFR::CMR::Far North::Kousseri Health District",1,"admin2",171376.111535376,"CMR","2010-09-13","2011-01-30",1.34276648927675,276,NA,18,20,28,3,10.1449275362319,0.163817987215353,2.45,2927.57229097734,"rural",1.61049283664618,6.52173913043478
"AFR::CMR::Far North::Kousseri Health District",4,"admin2",173194.950840762,"CMR","2011-04-11","2011-10-30",1.34276648927675,869,NA,31,29,143,20,16.4556962025316,0.82565917369887,1.93,2927.57229097734,"rural",5.0174672863239,3.56731875719217
"AFR::CMR::Far North::Koza Health District",1,"admin2",67487.9851000995,"CMR","2010-06-14","2010-11-07",2.79438809166051,825,NA,42,21,150,9,18.1818181818182,2.22261784490257,1.85,626.978672186733,"rural",12.2243981469641,5.09090909090909
"AFR::CMR::Far North::Koza Health District",6,"admin2",82452.403312142,"CMR","2014-07-21","2014-11-16",2.79438809166051,146,NA,12,17,54,12,36.986301369863,0.654923299149583,1.94,626.978672186733,"rural",1.77071854955258,8.21917808219178
"AFR::CMR::Far North::Mada Health District",1,"admin2",51410.6979700629,"CMR","2010-08-09","2010-12-26",3.94670485799311,628,NA,26,20,70,3,11.1464968152866,1.36158431540381,1.76,2362.2671215399,"rural",12.2153564296227,4.14012738853503
"AFR::CMR::Far North::Mada Health District",2,"admin2",59251.125719144,"CMR","2011-09-19","2011-12-04",3.94670485799311,124,NA,11,11,37,3,29.8387096774194,0.624460709411388,1.74,2362.2671215399,"rural",2.09278724235168,8.87096774193548
"AFR::CMR::Far North::Maga Health District",1,"admin2",163608.229374387,"CMR","2010-11-01","2011-01-30",1.85693229895036,222,NA,4,13,35,3,15.7657657657658,0.224184915089892,1.67,1738.85789118599,"rural",1.35689996064926,1.8018018018018
"AFR::CMR::Far North::Maga Health District",2,"admin2",156121.119861994,"CMR","2011-07-04","2011-10-23",1.85693229895036,1202,NA,15,16,257,7,21.3810316139767,1.64615780508863,1.53,1738.85789118599,"rural",7.69915051251571,1.24792013311148
"AFR::CMR::Far North::Maroua 1 Health District|Maroua 2 Health District|Maroua 3 Health District",1,"admin2 composite",351297.932648501,"CMR","2010-08-02","2010-11-21",1.09455675630738,1006,NA,64,16,167,4,16.6003976143141,0.47537996805434,1.52,0.00134521238854979,"urban",2.86366615486626,6.36182902584493
"AFR::CMR::Far North::Maroua 1 Health District|Maroua 2 Health District|Maroua 3 Health District",3,"admin2 composite",351896.364156126,"CMR","2011-08-15","2011-12-04",1.09455675630738,393,NA,0,16,78,3,19.8473282442748,0.221656169102656,1.18,0.00134521238854979,"urban",1.11680608278646,0
